timestamp,project_id,location,latitude,longitude,elevation_meters,project_type,vegetation_type,density_of_vegetation,soil_moisture,temperature_c,humidity_percent,wind_speed_kph,sunlight_hours,weather_condition,project_status,water_usage_liters,maintenance_required,landscape_architect_id,budget_allocated_php,contract_amount_php,environmental_impact_assessment_score,payment_status,owner,designer,deposit_php,withdraw_php,balance_checker_php
2025-05-23 20:26:43.494212,PRJ5269,Puerto Princesa,9.737761,118.731123,333.9,Residential Landscape,Tropical Trees,83.7,38.16,34.1,59.9,14.1,5.3,Stormy,Maintenance Phase,223.1,True,6779,1841127,4454204,9.5,Overdue,Nathan Malinao,NatureScape PH,698527.8,242081.48,456446.32
2025-05-10 20:26:43.494574,PRJ5862,Taguig,14.52187,121.042165,1413.1,Institutional,Succulents,32.3,62.17,24.7,62.2,18.9,5.7,Stormy,Maintenance Phase,164.3,False,9236,4290963,4709791,5.9,Overdue,Elton Rico,FloraFusion Co.,3484590.51,124163.41,3360427.1
2025-05-14 20:26:43.494940,PRJ1727,Cebu City,10.318745,123.891734,1360.5,Commercial,Tropical Trees,79.1,75.79,24.4,82.6,16.0,5.8,Cloudy,Maintenance Phase,125.1,False,7414,1034653,3554135,6.7,Pending,Daniel Guzman,BotaniCore Inc.,647991.88,524541.9,123449.98
2025-05-30 20:26:43.495298,PRJ5296,Las Piñas,14.447207,120.987678,1328.2,Rooftop Garden,Native Grass,51.5,48.35,34.7,56.3,1.0,6.0,Rainy,Maintenance Phase,150.6,True,2464,4359515,839541,3.6,Pending,Fergus Laurente,Osias Landscape Design Studio,1213451.12,219315.04,994136.08
2025-05-28 20:26:43.495660,PRJ5748,Muntinlupa,14.409019,121.041486,112.5,Urban Park,Succulents,45.6,54.34,25.3,81.9,19.8,4.2,Sunny,Design Devt. Phase,52.3,False,6213,4345600,3248085,5.8,Paid,Xavier Andaya,BioVerdant Group,4875452.37,1248778.04,3626674.33
2025-05-16 20:26:43.496121,PRJ6256,San Juan,14.610339,121.036989,1304.2,Institutional,Native Grass,31.6,64.32,26.3,86.0,8.1,4.2,Cloudy,Design Devt. Phase,255.6,False,3009,3312584,4879325,5.1,Overdue,John Mark Asuncion,VerdeWorks Studio,2879767.4,2517237.26,362530.14
2025-06-01 20:26:43.496687,PRJ4268,Batangas City,13.753214,121.053465,707.6,Commercial,Succulents,47.0,45.76,24.7,51.4,19.6,7.1,Cloudy,Contract Document Phase,298.7,False,3095,4003068,2998883,6.8,Paid,Albert Pablo,VerdeWorks Studio,3680272.32,3381190.93,299081.39
2025-05-13 20:26:43.497047,PRJ8717,Cebu City,10.305808,123.892611,432.6,Campus Landscape,Ornamental Shrubs,28.7,27.03,33.6,72.8,11.5,8.5,Sunny,Schematics Phase,179.6,True,1698,1619618,4900831,5.8,Overdue,Lancel Cano,EcoHabitat,3709792.58,2274847.51,1434945.07
2025-05-18 20:26:43.497403,PRJ6111,Quezon City,14.668488,121.039032,1259.9,Residential Landscape,Succulents,74.9,27.77,28.5,70.9,9.1,7.2,Cloudy,Construction Phase,298.6,False,4511,2833705,4130156,4.8,Paid,Crisanto Pangilinan,GreenScape Inc.,2613704.0,2588567.09,25136.91
2025-06-07 20:26:43.497933,PRJ4108,Navotas,14.666844,120.937493,1644.6,Residential Landscape,Tropical Trees,49.5,66.04,27.4,54.1,3.0,7.5,Sunny,Maintenance Phase,175.3,False,5047,4076632,2893074,7.1,Overdue,Rodrigo Baguio,EcoTierra Solutions,2466392.34,1254608.88,1211783.46
2025-05-15 20:26:43.498405,PRJ4882,Olongapo,14.833519,120.283369,1075.2,Urban Park,Tropical Trees,88.8,55.95,29.0,64.1,11.5,6.1,Stormy,Maintenance Phase,147.5,True,0488,4159625,805430,9.9,Paid,Juan Tenorio,ArborVista Design,710305.17,561765.37,148539.8
2025-05-26 20:26:43.498872,PRJ6625,Quezon City,14.668301,121.048895,118.6,Rooftop Garden,Ornamental Shrubs,29.8,24.31,31.3,51.3,0.5,6.3,Rainy,Contract Document Phase,75.2,True,5925,4486555,1400719,4.9,Overdue,Ryan Fajardo,TropiLand Design,1481804.64,261575.56,1220229.08
2025-05-23 20:26:43.499236,PRJ8297,San Fernando (Pampanga),15.038363,120.681079,1504.1,Campus Landscape,Ornamental Shrubs,80.1,34.73,29.3,52.3,3.5,9.4,Stormy,Maintenance Phase,198.6,False,4834,3019075,4473214,7.1,Overdue,Christian Reyes,Lush Living Landscapes,3554075.32,1536279.21,2017796.11
2025-05-26 20:26:43.499592,PRJ3268,Valenzuela,14.697404,120.976775,33.6,Rooftop Garden,Tropical Trees,57.0,74.13,24.8,50.8,19.4,4.1,Cloudy,Construction Phase,206.3,True,2713,3049679,1447045,8.4,Pending,John Carlo Pimentel,ArborVista Design,535804.01,376251.37,159552.64
2025-05-17 20:26:43.499943,PRJ3295,Valenzuela,14.703992,120.974804,1476.2,Public Plaza,Tropical Trees,69.2,54.12,31.2,83.4,12.1,5.9,Cloudy,Maintenance Phase,244.7,False,5552,1010193,3918570,9.3,Paid,Ryan Musa,VerdeWorks Studio,2271804.35,1444209.02,827595.33
2025-05-23 20:26:43.500300,PRJ5442,Antipolo,14.622638,121.132745,766.0,Residential Landscape,Native Grass,77.6,24.22,34.8,82.6,13.8,8.3,Sunny,Maintenance Phase,90.4,False,9089,2222190,3802494,1.6,Paid,Jerome Gregorio,ArborVista Design,2784713.5,1302995.48,1481718.02
2025-05-20 20:26:43.500656,PRJ3399,Baguio,16.401112,120.590564,873.7,Campus Landscape,Ornamental Shrubs,45.0,58.1,30.7,58.4,16.9,4.0,Stormy,Design Devt. Phase,257.0,False,3212,2216252,1634434,5.2,Pending,Fergus Laurente,EcoHabitat,1999440.45,1309126.37,690314.08
2025-05-30 20:26:43.501046,PRJ3618,Tarlac City,15.476172,120.591433,602.8,Campus Landscape,Ground Cover,66.2,75.21,30.5,74.9,17.5,6.7,Windy,Construction Phase,194.7,False,9015,1954998,420018,9.7,Pending,Crisanto Pangilinan,Lush Living Landscapes,3759755.57,2231311.19,1528444.38
2025-06-03 20:26:43.501396,PRJ7486,Puerto Princesa,9.734882,118.743791,1732.1,Public Plaza,Succulents,74.0,75.94,28.9,77.8,14.7,4.8,Cloudy,Design Devt. Phase,129.5,False,0798,1097762,5648215,3.0,Overdue,Juan Tenorio,EcoHabitat,4961892.3,2847142.19,2114750.11
2025-05-23 20:26:43.501755,PRJ1910,Batangas City,13.757113,121.066084,170.1,Urban Park,Ornamental Shrubs,33.4,63.74,29.9,71.8,7.6,7.6,Windy,Construction Phase,187.1,False,5985,3631181,4643415,1.0,Paid,Fraley Manansala,Urban Eden Co.,1983112.19,357308.33,1625803.86
2025-05-19 20:26:43.502116,PRJ1921,Santa Rosa,14.321645,121.102494,829.8,Urban Park,Succulents,32.9,55.6,30.7,75.9,17.6,9.4,Rainy,Construction Phase,251.6,True,1831,2872560,4583124,9.9,Pending,Fraley Manansala,BioVerdant Group,4719658.2,3583443.36,1136214.84
2025-05-16 20:26:43.502465,PRJ6696,Taguig,14.513746,121.057642,350.4,Residential Landscape,Succulents,33.2,73.42,26.9,87.4,17.1,8.6,Cloudy,Design Devt. Phase,208.9,True,8240,4467290,3300780,1.1,Overdue,Elton Rico,Osias Landscape Design Studio,3436555.59,2327743.39,1108812.2
2025-05-27 20:26:43.502806,PRJ9447,Makati,14.545492,121.031429,838.8,Public Plaza,Tropical Trees,78.5,58.03,29.2,53.4,1.1,6.1,Sunny,Design Devt. Phase,96.0,False,3773,2180200,2765887,3.0,Overdue,Ryan Musa,VerdeWorks Studio,1323400.75,198085.63,1125315.12
2025-05-27 20:26:43.503146,PRJ5841,Bacoor,14.455335,120.968894,1553.6,Public Plaza,Succulents,26.4,59.9,27.5,76.8,5.8,9.1,Windy,Schematics Phase,140.4,True,6550,1820167,2447634,4.0,Overdue,Vince Perez,Osias Landscape Design Studio,2856527.37,1797986.43,1058540.94
2025-06-04 20:26:43.503495,PRJ4824,Las Piñas,14.443679,121.002196,924.3,Rooftop Garden,Tropical Trees,91.6,62.45,26.0,71.5,15.0,6.6,Sunny,Contract Document Phase,50.6,True,2988,3166555,401327,6.6,Overdue,Ash Bondoc,BotaniCore Inc.,1058954.42,852017.83,206936.59
2025-05-11 20:26:43.503931,PRJ2328,Lipa,13.944623,121.153837,999.8,Campus Landscape,Native Grass,78.4,49.41,29.2,66.4,11.9,4.2,Windy,Maintenance Phase,72.7,True,6782,1304100,1018653,1.5,Pending,Nathan Malinao,ZenCanopy Designs,4460867.54,3891748.39,569119.15
2025-06-08 20:26:43.504303,PRJ7976,Batangas City,13.75444,121.058739,1553.0,Campus Landscape,Succulents,87.1,61.2,29.8,74.6,18.4,7.1,Stormy,Construction Phase,288.6,True,2025,3387216,4129633,4.5,Paid,Joshua Delos Reyes,ZenCanopy Designs,1218006.72,506568.18,711438.54
2025-05-31 20:26:43.504659,PRJ1538,Cagayan de Oro,8.455435,124.632758,1342.4,Urban Park,Succulents,62.0,45.03,31.9,90.4,3.9,7.1,Stormy,Construction Phase,261.6,True,5453,1662872,5739692,6.3,Pending,Jalen Conde,EcoVerde Philippines,4143418.05,1958814.71,2184603.34
2025-05-20 20:26:43.505003,PRJ8522,Butuan,8.944078,125.543485,666.5,Urban Park,Native Grass,37.0,31.51,33.2,53.5,18.5,6.4,Rainy,Design Devt. Phase,239.8,False,5051,1638224,3720798,2.1,Pending,Genkei Javier,EcoVerde Philippines,4281990.04,754037.26,3527952.78
2025-05-13 20:26:43.505347,PRJ9286,Cagayan de Oro,8.449533,124.629981,1586.8,Residential Landscape,Native Grass,45.9,61.94,28.8,92.6,11.5,6.3,Sunny,Maintenance Phase,66.2,False,5675,2709555,1885011,5.3,Paid,Jerome Gregorio,VerdeWorks Studio,4149070.52,3849210.96,299859.56
2025-06-06 20:26:43.505747,PRJ4572,Lipa,13.933122,121.154015,444.4,Institutional,Succulents,61.5,48.94,32.3,72.1,11.6,7.2,Rainy,Contract Document Phase,131.8,False,2790,2912232,2413161,2.6,Pending,Kylen Villareal,EcoTierra Solutions,886343.42,550586.01,335757.41
2025-06-05 20:26:43.506186,PRJ7270,Bacolod City,10.682849,122.956937,320.5,Residential Landscape,Ornamental Shrubs,21.8,61.34,26.1,69.2,8.3,4.6,Sunny,Construction Phase,231.4,False,5810,915317,543022,8.3,Pending,Christian Guillermo,TerraLeaf Collective,2320448.12,2040428.2,280019.92
2025-05-22 20:26:43.506868,PRJ8551,Batangas City,13.755933,121.051809,1981.7,Commercial,Succulents,62.1,73.33,34.4,80.3,14.0,6.2,Sunny,Schematics Phase,219.5,False,1379,4391261,5624717,9.1,Paid,John Carlo Pimentel,UrbanCanopy Builders,3469808.1,1768101.03,1701707.07
2025-05-10 20:26:43.507404,PRJ6907,Davao City,7.181732,125.449701,242.6,Commercial,Native Grass,76.4,24.58,34.5,52.5,7.5,4.2,Windy,Design Devt. Phase,175.6,False,1124,3350152,3932726,5.6,Overdue,John Rey Castro,Leafline Studio,4960776.08,146629.13,4814146.95
2025-05-26 20:26:43.507766,PRJ7080,Manila,14.595817,120.980052,1390.7,Urban Park,Ornamental Shrubs,34.1,29.55,27.5,91.1,6.2,6.1,Cloudy,Maintenance Phase,98.6,False,5759,2164204,494727,8.4,Overdue,Benjamin Alarcon,BioVerdant Group,3800806.62,3713373.11,87433.51
2025-05-24 20:26:43.508122,PRJ5764,Mandaluyong,14.571189,121.026314,1514.3,Urban Park,Ornamental Shrubs,59.9,55.0,25.1,52.6,19.7,6.0,Rainy,Design Devt. Phase,278.3,False,8765,2497226,5560143,5.1,Overdue,Wilfred dela Rosa,EcoHabitat,4195677.54,3206463.78,989213.76
2025-05-31 20:26:43.508470,PRJ1634,Zamboanga City,6.926453,122.088162,1725.9,Rooftop Garden,Ornamental Shrubs,45.1,70.14,34.2,66.0,8.5,4.1,Stormy,Contract Document Phase,110.7,True,4968,1833707,1743528,7.1,Pending,Fergus Laurente,Lush Living Landscapes,3783047.13,2145552.98,1637494.15
2025-05-30 20:26:43.508815,PRJ1981,Iloilo City,10.712651,122.558574,996.0,Campus Landscape,Ground Cover,72.6,23.44,27.7,56.5,3.0,6.2,Stormy,Contract Document Phase,152.2,False,8655,1208093,3642951,3.4,Overdue,Fraley Manansala,FloraFusion Co.,2353422.77,449425.36,1903997.41
2025-05-25 20:26:43.509156,PRJ7386,Iloilo City,10.729892,122.561211,1050.7,Campus Landscape,Ground Cover,47.5,44.66,34.5,58.8,0.3,5.5,Sunny,Design Devt. Phase,215.8,False,8255,2848426,1357332,6.9,Pending,Johnny Espino,BioVerdant Group,1935285.22,1876159.5,59125.72
2025-05-14 20:26:43.509503,PRJ5972,Cebu City,10.325449,123.88518,630.5,Urban Park,Ornamental Shrubs,61.4,67.73,34.4,94.1,8.8,5.7,Cloudy,Maintenance Phase,277.9,False,0152,2389310,2917747,1.8,Pending,Juan Tenorio,Urban Eden Co.,2641684.31,2328145.52,313538.79
2025-06-03 20:26:43.509854,PRJ3664,Quezon City,14.682979,121.052425,1565.0,Campus Landscape,Ground Cover,59.1,29.66,24.4,75.8,20.0,9.8,Cloudy,Design Devt. Phase,240.9,False,2494,4318922,5587742,3.6,Pending,Rodrigo Baguio,BotaniCore Inc.,1888789.42,1160720.92,728068.5
2025-05-12 20:26:43.510195,PRJ1710,Mandaluyong,14.570292,121.040145,1954.8,Campus Landscape,Ornamental Shrubs,78.4,67.94,25.9,85.9,5.9,6.0,Cloudy,Construction Phase,174.7,False,2695,2422372,2343942,9.3,Paid,Ash Bondoc,EcoHabitat,1701408.01,1345412.17,355995.84
2025-05-14 20:26:43.510531,PRJ2224,Santa Rosa,14.308701,121.114122,25.1,Public Plaza,Succulents,36.4,25.05,34.1,73.8,7.2,5.7,Cloudy,Schematics Phase,102.0,False,5755,776386,3911853,9.7,Paid,Cyler Cordova,ArborVista Design,4741614.55,1081079.39,3660535.16
2025-05-25 20:26:43.510871,PRJ7040,Olongapo,14.838732,120.272819,255.0,Rooftop Garden,Tropical Trees,55.2,40.59,29.7,60.3,6.9,9.3,Cloudy,Maintenance Phase,59.3,False,0434,3803472,3314110,8.1,Pending,Crisanto Pangilinan,GreenScape Inc.,3466875.21,2526688.42,940186.79
2025-05-29 20:26:43.511217,PRJ9174,Imus,14.425635,120.930457,55.8,Institutional,Ornamental Shrubs,43.3,21.51,27.0,70.2,14.7,8.8,Rainy,Maintenance Phase,226.6,False,7783,4223708,5912992,5.9,Overdue,Arvin dela Cruz,Verdant Visions Ltd.,3734749.11,2585610.58,1149138.53
2025-05-26 20:26:43.511563,PRJ4816,Manila,14.601988,120.981028,1291.9,Rooftop Garden,Succulents,43.9,34.1,32.5,62.3,8.6,6.4,Sunny,Schematics Phase,159.4,False,0157,4023872,3556949,9.0,Paid,Jaime Nicolas,Lush Living Landscapes,4165200.67,920785.14,3244415.53
2025-05-24 20:26:43.511927,PRJ4435,Butuan,8.946611,125.535075,1891.4,Institutional,Ground Cover,81.2,42.92,33.8,63.1,18.2,6.7,Stormy,Design Devt. Phase,256.8,False,5621,4990008,5285265,4.6,Overdue,Kylen Villareal,Verdant Visions Ltd.,2957112.13,2407265.8,549846.33
2025-06-06 20:26:43.512267,PRJ1346,Cebu City,10.310903,123.892142,580.4,Institutional,Tropical Trees,65.7,46.52,31.5,59.5,13.0,7.9,Cloudy,Construction Phase,128.3,False,3885,506317,5127648,4.9,Paid,Dranreb Manuel,Leafline Studio,4160393.61,626618.61,3533775.0
2025-05-23 20:26:43.512609,PRJ4374,Angeles City,15.151182,120.590224,418.5,Residential Landscape,Ground Cover,68.7,39.56,29.6,92.1,14.0,5.7,Rainy,Construction Phase,257.5,False,4972,4954904,4055904,3.1,Paid,Jalen Conde,FloraFusion Co.,4076003.4,3697345.46,378657.94
2025-05-22 20:26:43.513207,PRJ7046,Bacolod City,10.669584,122.945123,1472.5,Urban Park,Native Grass,73.6,73.08,24.6,86.7,9.1,4.7,Cloudy,Schematics Phase,169.4,True,2484,3963422,1227151,9.2,Pending,Danilo Prado,EcoHabitat,1081942.92,162680.83,919262.09
2025-05-24 20:26:43.513569,PRJ7259,Imus,14.436651,120.93078,1768.7,Urban Park,Native Grass,42.6,55.67,29.2,65.8,19.9,5.5,Rainy,Contract Document Phase,84.1,True,1380,4654054,2344703,4.9,Pending,Fergus Laurente,GreenForm Innovations,4802798.06,2823886.58,1978911.48
2025-06-04 20:26:43.513973,PRJ7009,Angeles City,15.139784,120.594582,732.0,Residential Landscape,Ground Cover,44.4,31.66,26.1,52.0,4.2,5.0,Windy,Schematics Phase,91.1,True,2765,4916342,5232844,8.5,Paid,Ash Bondoc,GreenForm Innovations,2670924.46,1342838.8,1328085.66
2025-05-21 20:26:43.514434,PRJ9587,Batangas City,13.750156,121.054706,1844.8,Rooftop Garden,Ornamental Shrubs,64.2,61.2,29.6,74.7,10.6,9.2,Windy,Schematics Phase,88.0,False,6266,856394,4149637,2.7,Pending,Nathan Malinao,GreenForm Innovations,2783690.03,2250509.71,533180.32
2025-05-17 20:26:43.514801,PRJ9494,Biñan,14.335136,121.073929,1830.5,Public Plaza,Ornamental Shrubs,78.9,56.32,26.8,93.4,12.8,8.6,Sunny,Design Devt. Phase,168.9,True,3202,4324291,4840329,1.9,Paid,Christian Guillermo,TerraLeaf Collective,2182584.07,1708124.06,474460.01
2025-05-26 20:26:43.515148,PRJ2238,Dasmariñas,14.324748,120.931206,880.4,Urban Park,Native Grass,71.8,56.02,27.7,52.2,2.8,9.8,Sunny,Design Devt. Phase,87.7,False,4577,4135947,2563997,8.8,Pending,Elton Rico,Urban Eden Co.,1528543.13,697257.11,831286.02
2025-05-18 20:26:43.515493,PRJ1006,Zamboanga City,6.922236,122.07182,113.4,Rooftop Garden,Ornamental Shrubs,23.5,76.36,31.0,61.1,11.1,6.0,Stormy,Schematics Phase,225.4,False,7317,3912428,1155609,5.7,Pending,Jacob Vasquez,EcoHabitat,4963046.66,4569176.45,393870.21
2025-05-28 20:26:43.515834,PRJ5674,Antipolo,14.61789,121.118455,391.9,Institutional,Tropical Trees,29.9,55.44,33.6,83.0,10.6,6.2,Rainy,Construction Phase,297.8,False,4939,2001768,3359677,7.9,Overdue,John Rey Castro,MetroGreen Projects,4238811.13,1322661.96,2916149.17
2025-05-31 20:26:43.516181,PRJ4442,Iloilo City,10.72243,122.557456,245.6,Campus Landscape,Tropical Trees,75.9,38.23,29.9,56.7,10.9,4.9,Cloudy,Schematics Phase,187.4,True,2765,4490743,1267424,3.6,Overdue,Juan Cruz,EcoVerde Philippines,1069502.95,289132.27,780370.68
2025-05-20 20:26:43.516521,PRJ6628,Cagayan de Oro,8.455536,124.623496,672.0,Urban Park,Succulents,30.1,31.64,29.3,55.2,2.3,6.1,Sunny,Schematics Phase,215.2,True,6244,4914110,4688850,3.2,Pending,Nathan Malinao,BotaniCore Inc.,4311042.44,3280713.91,1030328.53
2025-05-27 20:26:43.516867,PRJ1182,Iloilo City,10.720959,122.555705,189.0,Rooftop Garden,Ground Cover,62.3,76.44,29.6,83.6,16.1,5.0,Cloudy,Contract Document Phase,197.7,True,5432,3120588,2056273,8.0,Pending,Aaron Benitez,GreenForm Innovations,2012252.91,555459.86,1456793.05
2025-06-04 20:26:43.517246,PRJ1157,Parañaque,14.477183,121.024401,676.7,Commercial,Native Grass,25.4,67.47,25.9,83.4,13.2,5.2,Windy,Construction Phase,87.3,True,5317,1568655,1304108,6.8,Paid,Jaime Nicolas,VerdeWorks Studio,3626304.84,2173607.0,1452697.84
2025-05-26 20:26:43.517584,PRJ3731,Cebu City,10.308994,123.887234,1428.2,Urban Park,Ornamental Shrubs,24.3,44.22,31.3,55.1,18.4,5.2,Rainy,Maintenance Phase,133.0,True,7926,3048230,2820565,6.6,Paid,Ryan Musa,Osias Landscape Design Studio,3410670.81,2785943.52,624727.29
2025-05-17 20:26:43.517923,PRJ8117,San Pedro,14.362956,121.050025,1165.4,Campus Landscape,Ground Cover,33.1,40.17,25.2,50.1,13.3,9.2,Cloudy,Contract Document Phase,261.6,False,6385,3072862,3506184,2.3,Overdue,Ryan Musa,EcoHabitat,1851849.44,890560.78,961288.66
2025-06-08 20:26:43.518268,PRJ6398,Taguig,14.522894,121.053264,132.9,Institutional,Ornamental Shrubs,32.2,22.15,33.6,89.4,11.1,7.2,Stormy,Contract Document Phase,87.2,False,3308,4653658,4534637,2.9,Paid,Jonas Corpuz,GreenScape Inc.,4949478.42,443576.49,4505901.93
2025-05-11 20:26:43.518607,PRJ5905,Manila,14.602549,120.982531,492.4,Commercial,Native Grass,50.1,20.78,26.4,55.3,8.0,7.3,Stormy,Contract Document Phase,137.7,True,9348,3293596,1328849,9.5,Paid,Daniel Guzman,Urban Eden Co.,3546807.67,2799239.79,747567.88
2025-05-21 20:26:43.518952,PRJ4920,Biñan,14.346176,121.078959,1310.3,Rooftop Garden,Ornamental Shrubs,80.9,37.27,34.6,71.1,13.7,6.3,Sunny,Maintenance Phase,196.6,False,8494,4572587,5807144,5.4,Overdue,Christian Guillermo,Lush Living Landscapes,3406131.91,2489294.47,916837.44
2025-05-20 20:26:43.519457,PRJ6351,San Pedro,14.359439,121.059034,759.4,Institutional,Succulents,68.6,38.64,25.9,51.9,17.0,9.8,Sunny,Construction Phase,163.8,True,0864,1953760,5840761,8.9,Paid,Rodrigo Baguio,Lush Living Landscapes,2092310.0,572301.16,1520008.84
2025-05-16 20:26:43.519889,PRJ6191,Davao City,7.196394,125.455038,1052.6,Institutional,Ground Cover,33.4,23.43,25.7,79.2,2.6,6.0,Sunny,Maintenance Phase,160.0,False,7147,4502928,4488427,4.5,Overdue,John Rey Castro,TerraLeaf Collective,4813672.86,3236652.72,1577020.14
2025-05-24 20:26:43.520291,PRJ6097,Puerto Princesa,9.741953,118.73911,1514.9,Public Plaza,Ornamental Shrubs,40.5,53.65,32.9,57.9,14.1,9.9,Rainy,Maintenance Phase,248.1,True,7428,1758486,5532777,9.6,Overdue,Danilo Prado,NatureScape PH,367922.92,319972.83,47950.09
2025-05-28 20:26:43.520686,PRJ1811,Butuan,8.94242,125.547757,336.3,Urban Park,Ornamental Shrubs,61.2,79.34,32.0,69.3,15.3,8.9,Windy,Design Devt. Phase,68.1,True,2614,2834496,2013272,6.7,Paid,Jaime Nicolas,TerraLeaf Collective,3265506.5,2792962.47,472544.03
2025-05-12 20:26:43.521077,PRJ5567,San Fernando (Pampanga),15.033394,120.678662,1102.4,Urban Park,Succulents,76.1,52.59,34.2,56.6,14.4,4.2,Windy,Schematics Phase,244.0,False,8086,4516820,878609,7.0,Paid,Xavier Andaya,VerdeWorks Studio,3553765.87,2366019.97,1187745.9
2025-05-11 20:26:43.521418,PRJ3800,Muntinlupa,14.417499,121.050022,1344.1,Campus Landscape,Native Grass,43.8,58.86,25.4,68.1,3.3,5.0,Windy,Contract Document Phase,151.2,True,7577,1963420,2611497,7.4,Paid,John Rey Castro,Leafline Studio,504317.33,300950.28,203367.05
2025-05-31 20:26:43.521773,PRJ3664,Lipa,13.937132,121.156825,945.0,Public Plaza,Ground Cover,22.7,71.05,35.0,75.5,15.3,5.0,Rainy,Construction Phase,107.2,False,4603,2924132,3572903,2.5,Paid,John Rey Castro,VerdeWorks Studio,4704147.58,1859971.96,2844175.62
2025-05-29 20:26:43.522191,PRJ5230,Muntinlupa,14.40705,121.032222,403.3,Institutional,Tropical Trees,88.6,26.72,28.3,75.2,13.0,5.6,Sunny,Maintenance Phase,217.5,False,6401,1173057,3796346,5.9,Paid,John Mark Asuncion,NatureScape PH,4606314.64,4409604.57,196710.07
2025-06-08 20:26:43.522555,PRJ1216,Calamba,14.206845,121.172739,1848.5,Public Plaza,Ground Cover,34.2,73.46,30.6,62.0,16.8,5.4,Cloudy,Contract Document Phase,202.5,True,7851,3002338,2222685,4.2,Overdue,Dranreb Manuel,FloraFusion Co.,3628737.99,3192145.63,436592.36
2025-06-08 20:26:43.522900,PRJ9590,San Juan,14.613851,121.031209,599.4,Public Plaza,Succulents,56.1,48.54,24.2,93.2,6.6,6.8,Windy,Maintenance Phase,62.5,False,6454,4039264,5863844,7.9,Paid,Cedric Fernando,VerdeWorks Studio,1870023.64,1531343.97,338679.67
